company,symbol,source_url,doc_type,as_of_date
Techno Electric & Engineering Company Ltd,TECHNOE,https://www.techno.co.in/public/uploads/2/2025-08/amsec_technoelectric_aug13_2025_002.pdf,transcript,2025-08-13
